wind dominant direction,frequency
1.0,2
2.0,2
3.0,3
4.0,3
5.0,14
6.0,7
7.0,10
8.0,7
9.0,4
10.0,6
11.0,10
12.0,10
13.0,8
14.0,2
15.0,4
