wind dominant direction,frequency
1.0,10
2.0,6
3.0,5
4.0,6
5.0,13
6.0,4
7.0,13
8.0,7
9.0,9
10.0,4
11.0,5
13.0,1
14.0,1
15.0,3
16.0,4
