wind dominant direction,frequency
1.0,7
2.0,4
3.0,5
4.0,9
5.0,12
6.0,14
7.0,4
8.0,8
9.0,9
10.0,2
11.0,3
12.0,3
13.0,2
14.0,3
15.0,6
