wind dominant direction,frequency
1.0,1
2.0,2
3.0,4
4.0,4
5.0,5
6.0,11
7.0,8
8.0,12
9.0,4
10.0,3
11.0,6
12.0,7
13.0,7
14.0,6
15.0,7
16.0,3
