wind dominant direction,frequency
1.0,3
2.0,1
3.0,1
4.0,4
5.0,4
6.0,10
7.0,8
8.0,6
9.0,21
10.0,20
11.0,7
12.0,4
13.0,1
14.0,1
15.0,1
