wind dominant direction,frequency
1.0,7
2.0,3
3.0,7
4.0,7
5.0,5
6.0,6
7.0,6
8.0,10
9.0,12
10.0,4
11.0,4
12.0,7
13.0,3
14.0,4
15.0,4
16.0,3
