wind dominant direction,frequency
1.0,13
2.0,15
3.0,3
4.0,2
5.0,2
6.0,3
8.0,3
9.0,15
10.0,12
11.0,7
12.0,2
13.0,3
14.0,1
15.0,9
16.0,2
