wind dominant direction,frequency
1.0,6
2.0,5
3.0,9
4.0,3
5.0,5
6.0,10
7.0,7
8.0,10
9.0,12
10.0,2
11.0,3
12.0,6
13.0,7
14.0,2
15.0,4
16.0,1
