wind dominant direction,frequency
1.0,5
2.0,7
3.0,7
4.0,1
5.0,10
6.0,18
7.0,17
8.0,5
9.0,3
10.0,1
11.0,1
12.0,3
13.0,4
14.0,4
15.0,4
16.0,2
