wind dominant direction,frequency
1.0,14
2.0,10
3.0,7
4.0,8
5.0,11
6.0,8
7.0,6
8.0,17
9.0,3
10.0,1
12.0,1
13.0,1
14.0,1
15.0,3
16.0,1
