wind dominant direction,frequency
1.0,29
2.0,12
3.0,2
4.0,2
5.0,2
6.0,7
7.0,3
8.0,1
9.0,1
11.0,4
12.0,5
13.0,3
14.0,9
15.0,10
16.0,2
