wind dominant direction,frequency
1.0,8
2.0,7
3.0,1
4.0,3
5.0,5
6.0,9
7.0,11
8.0,10
9.0,11
10.0,4
11.0,3
12.0,7
13.0,6
14.0,2
15.0,4
16.0,1
