wind dominant direction,frequency
1.0,5
2.0,5
3.0,7
4.0,5
5.0,8
6.0,21
7.0,15
8.0,3
9.0,5
10.0,1
11.0,4
12.0,3
13.0,3
14.0,3
15.0,3
16.0,1
