wind dominant direction,frequency
1.0,4
2.0,2
3.0,2
4.0,3
5.0,3
6.0,4
7.0,4
8.0,11
9.0,37
10.0,10
11.0,5
12.0,1
13.0,1
14.0,1
15.0,2
16.0,2
