wind dominant direction,frequency
1.0,2
2.0,1
3.0,2
4.0,6
5.0,3
6.0,7
7.0,10
8.0,13
9.0,3
10.0,7
11.0,8
12.0,6
13.0,5
14.0,8
15.0,5
16.0,4
