wind dominant direction,frequency
1.0,13
2.0,2
3.0,3
4.0,1
5.0,1
6.0,1
7.0,6
8.0,6
9.0,16
10.0,20
11.0,7
12.0,1
13.0,5
14.0,3
15.0,4
16.0,3
