wind dominant direction,frequency
2.0,2
3.0,7
4.0,8
5.0,8
6.0,4
7.0,3
8.0,5
9.0,16
10.0,15
11.0,8
12.0,6
13.0,5
14.0,2
15.0,2
16.0,1
