wind dominant direction,frequency
1.0,4
2.0,3
3.0,4
4.0,3
5.0,7
6.0,3
7.0,3
8.0,25
9.0,26
10.0,6
11.0,1
13.0,2
14.0,1
15.0,2
16.0,2
