wind dominant direction,frequency
1.0,8
2.0,4
3.0,1
4.0,6
5.0,5
6.0,4
7.0,5
8.0,16
9.0,15
10.0,9
11.0,8
12.0,2
13.0,1
14.0,2
15.0,3
16.0,2
