wind dominant direction,frequency
1.0,4
2.0,2
3.0,5
4.0,2
5.0,4
6.0,11
7.0,16
8.0,15
9.0,11
10.0,2
11.0,2
12.0,5
13.0,1
14.0,3
15.0,9
