wind dominant direction,frequency
1.0,7
2.0,5
3.0,2
4.0,4
5.0,3
6.0,8
7.0,9
8.0,19
9.0,10
10.0,3
11.0,7
12.0,1
13.0,3
14.0,3
15.0,4
16.0,4
