wind dominant direction,frequency
1.0,5
2.0,3
3.0,15
4.0,15
5.0,20
6.0,7
7.0,1
9.0,1
10.0,2
11.0,4
12.0,2
13.0,3
14.0,5
15.0,6
16.0,2
