wind dominant direction,frequency
1.0,3
2.0,7
3.0,15
4.0,19
5.0,7
6.0,10
7.0,2
8.0,6
9.0,1
10.0,1
11.0,1
12.0,1
13.0,7
14.0,6
15.0,6
