wind dominant direction,frequency
1.0,23
2.0,16
3.0,5
4.0,4
5.0,6
6.0,5
7.0,2
8.0,2
9.0,7
10.0,7
11.0,5
13.0,4
14.0,3
15.0,1
16.0,2
