wind dominant direction,frequency
1.0,4
2.0,2
3.0,1
4.0,4
5.0,3
6.0,6
7.0,13
8.0,16
9.0,9
10.0,7
11.0,4
12.0,3
13.0,5
14.0,3
15.0,9
16.0,3
