wind dominant direction,frequency
1.0,6
2.0,9
3.0,5
4.0,5
5.0,5
6.0,10
7.0,9
8.0,2
9.0,7
10.0,1
11.0,6
12.0,2
13.0,7
14.0,4
15.0,9
16.0,5
