wind dominant direction,frequency
1.0,8
2.0,6
3.0,1
4.0,2
5.0,3
6.0,3
7.0,7
8.0,11
9.0,6
10.0,4
11.0,5
12.0,7
13.0,7
14.0,12
15.0,8
16.0,2
