wind dominant direction,frequency
1.0,3
2.0,10
3.0,5
4.0,7
5.0,4
6.0,7
7.0,14
8.0,20
9.0,10
10.0,5
11.0,2
12.0,1
13.0,1
15.0,1
16.0,1
