wind dominant direction,frequency
1.0,6
2.0,10
3.0,13
4.0,4
5.0,6
6.0,4
7.0,4
8.0,3
9.0,7
10.0,10
11.0,4
12.0,4
13.0,4
14.0,4
15.0,3
16.0,3
