wind dominant direction,frequency
1.0,5
2.0,1
3.0,3
4.0,4
5.0,1
6.0,10
7.0,13
8.0,18
9.0,5
10.0,5
11.0,4
12.0,2
13.0,5
14.0,8
15.0,6
16.0,2
