wind dominant direction,frequency
1.0,5
2.0,7
3.0,14
4.0,5
5.0,9
6.0,13
7.0,12
8.0,8
9.0,2
10.0,4
11.0,2
12.0,2
13.0,3
14.0,4
15.0,2
