wind dominant direction,frequency
1.0,5
2.0,3
3.0,2
4.0,1
5.0,3
6.0,1
7.0,4
8.0,7
9.0,9
10.0,19
11.0,12
12.0,6
13.0,10
14.0,5
15.0,3
16.0,2
