wind dominant direction,frequency
1.0,4
2.0,2
3.0,1
5.0,2
6.0,3
7.0,10
8.0,21
9.0,14
10.0,8
11.0,4
12.0,7
13.0,5
14.0,5
15.0,5
16.0,1
