wind dominant direction,frequency
1.0,5
2.0,3
3.0,3
4.0,4
5.0,3
6.0,5
7.0,7
8.0,9
9.0,4
10.0,5
11.0,13
12.0,14
13.0,6
14.0,3
15.0,7
16.0,1
