wind dominant direction,frequency
1.0,1
2.0,1
3.0,2
5.0,2
6.0,12
7.0,11
8.0,17
9.0,13
10.0,7
11.0,5
12.0,3
13.0,5
14.0,6
15.0,6
16.0,1
