wind dominant direction,frequency
1.0,5
2.0,4
3.0,1
4.0,7
5.0,9
6.0,15
7.0,5
8.0,2
9.0,3
10.0,4
11.0,5
12.0,6
13.0,8
14.0,12
15.0,3
16.0,3
