wind dominant direction,frequency
1.0,4
2.0,3
3.0,3
4.0,7
5.0,3
6.0,4
7.0,11
8.0,11
9.0,9
10.0,8
11.0,9
12.0,10
13.0,5
14.0,3
15.0,2
