wind dominant direction,frequency
1.0,11
2.0,8
3.0,7
4.0,6
5.0,7
6.0,4
7.0,5
8.0,24
9.0,5
10.0,2
11.0,1
12.0,1
13.0,1
14.0,1
15.0,6
16.0,3
