wind dominant direction,frequency
1.0,17
2.0,5
3.0,11
4.0,9
6.0,2
7.0,1
8.0,3
9.0,5
10.0,5
11.0,10
12.0,3
13.0,3
14.0,3
15.0,12
16.0,3
