wind dominant direction,frequency
1.0,3
2.0,1
3.0,2
4.0,1
5.0,9
6.0,7
7.0,6
8.0,11
9.0,25
10.0,17
11.0,3
12.0,1
13.0,1
14.0,3
15.0,1
16.0,1
