wind dominant direction,frequency
1.0,8
2.0,4
3.0,3
4.0,1
5.0,4
6.0,14
7.0,11
8.0,10
9.0,10
10.0,3
11.0,4
12.0,3
13.0,1
14.0,5
15.0,5
16.0,6
