wind dominant direction,frequency
1.0,3
2.0,2
3.0,8
4.0,11
5.0,4
6.0,8
7.0,5
8.0,10
9.0,13
10.0,8
11.0,7
12.0,7
13.0,3
14.0,1
15.0,1
16.0,1
