wind dominant direction,frequency
1.0,2
2.0,1
3.0,4
4.0,7
5.0,2
6.0,6
7.0,3
8.0,7
9.0,13
10.0,16
11.0,9
12.0,9
13.0,6
14.0,5
15.0,2
