wind dominant direction,frequency
1.0,9
2.0,3
3.0,3
4.0,2
5.0,3
6.0,1
7.0,1
8.0,15
9.0,36
10.0,6
11.0,2
12.0,3
13.0,2
14.0,1
15.0,3
16.0,2
