wind dominant direction,frequency
1.0,8
2.0,6
3.0,4
4.0,6
5.0,4
6.0,6
7.0,14
8.0,15
9.0,11
10.0,4
11.0,1
12.0,1
13.0,3
14.0,3
15.0,5
16.0,1
