wind dominant direction,frequency
1.0,7
2.0,6
3.0,7
4.0,11
5.0,10
6.0,11
7.0,8
8.0,8
9.0,7
10.0,4
11.0,4
12.0,1
13.0,1
14.0,2
15.0,2
16.0,3
