wind dominant direction,frequency
1.0,9
2.0,4
3.0,4
4.0,1
5.0,1
6.0,3
7.0,12
8.0,20
9.0,19
10.0,7
11.0,4
12.0,1
13.0,2
15.0,4
16.0,1
