wind dominant direction,frequency
1.0,8
2.0,6
3.0,8
4.0,2
5.0,7
6.0,10
7.0,10
8.0,11
9.0,10
10.0,7
11.0,3
13.0,1
14.0,2
15.0,1
16.0,2
