wind dominant direction,frequency
1.0,6
2.0,14
3.0,10
4.0,5
5.0,5
6.0,4
7.0,3
8.0,20
9.0,8
10.0,5
11.0,1
13.0,3
14.0,1
15.0,4
16.0,2
