wind dominant direction,frequency
1.0,4
2.0,4
3.0,3
5.0,1
6.0,2
7.0,2
8.0,5
9.0,10
10.0,16
11.0,21
12.0,15
13.0,4
14.0,2
15.0,2
16.0,1
