wind dominant direction,frequency
1.0,12
2.0,7
3.0,3
4.0,11
5.0,13
6.0,6
7.0,10
8.0,9
9.0,9
10.0,4
11.0,1
12.0,2
13.0,1
14.0,1
15.0,2
16.0,1
