wind dominant direction,frequency
1.0,10
2.0,4
3.0,3
4.0,3
5.0,6
6.0,9
7.0,20
8.0,9
9.0,1
10.0,6
11.0,3
12.0,2
13.0,5
14.0,2
15.0,8
16.0,1
