wind dominant direction,frequency
1.0,18
2.0,5
3.0,11
4.0,11
5.0,8
6.0,9
7.0,7
8.0,3
9.0,4
10.0,5
11.0,4
12.0,1
13.0,1
14.0,1
15.0,4
