wind dominant direction,frequency
1.0,17
2.0,9
3.0,11
4.0,8
5.0,6
7.0,4
8.0,1
9.0,2
10.0,3
11.0,3
12.0,5
13.0,3
14.0,5
15.0,6
16.0,6
