wind dominant direction,frequency
1.0,3
2.0,5
3.0,3
4.0,4
5.0,9
6.0,29
7.0,15
8.0,6
9.0,1
10.0,2
11.0,2
12.0,3
13.0,3
14.0,3
15.0,3
16.0,1
