wind dominant direction,frequency
1.0,4
2.0,3
3.0,9
4.0,11
5.0,9
6.0,11
7.0,4
8.0,6
9.0,6
10.0,4
11.0,8
12.0,3
13.0,6
14.0,3
15.0,4
16.0,1
