wind dominant direction,frequency
1.0,1
2.0,3
3.0,3
4.0,8
5.0,7
6.0,8
7.0,13
8.0,9
9.0,16
10.0,14
11.0,4
12.0,3
13.0,1
14.0,1
15.0,1
