wind dominant direction,frequency
1.0,13
2.0,14
3.0,10
4.0,12
5.0,16
6.0,11
7.0,1
8.0,1
9.0,2
10.0,1
11.0,2
13.0,1
14.0,3
15.0,1
16.0,1
