wind dominant direction,frequency
1.0,8
2.0,5
3.0,12
4.0,19
5.0,14
6.0,5
7.0,1
8.0,1
9.0,2
10.0,1
11.0,1
12.0,8
13.0,9
14.0,3
15.0,3
