wind dominant direction,frequency
1.0,1
2.0,5
3.0,2
4.0,2
5.0,2
6.0,3
7.0,1
8.0,1
9.0,9
10.0,9
11.0,9
12.0,26
13.0,14
14.0,6
15.0,2
