wind dominant direction,frequency
1.0,7
2.0,5
3.0,6
4.0,5
5.0,9
6.0,16
7.0,12
8.0,7
9.0,2
10.0,5
11.0,1
12.0,5
13.0,4
14.0,4
15.0,3
16.0,1
