wind dominant direction,frequency
1.0,6
2.0,2
3.0,2
4.0,3
5.0,1
6.0,6
7.0,8
8.0,23
9.0,23
10.0,5
11.0,3
13.0,1
14.0,3
15.0,2
16.0,4
