wind dominant direction,frequency
1.0,7
2.0,9
3.0,16
4.0,7
5.0,1
6.0,3
8.0,2
9.0,3
10.0,4
11.0,8
12.0,14
13.0,6
14.0,4
15.0,4
16.0,3
