wind dominant direction,frequency
1.0,7
2.0,3
3.0,1
4.0,3
6.0,3
7.0,5
8.0,9
9.0,28
10.0,13
11.0,4
12.0,4
13.0,1
14.0,3
15.0,6
16.0,1
